Direccion;Canal;Segmento;Fecha de creacion;Dia de la semana;Numero de semana;Cod Persona;Campaña de referencia
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;44971930;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;44971930;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;44971930;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49605150;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;21520940;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;23204960;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;18/04/2026;sábado;16;42161900;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;37527740;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;48810460;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;48810460;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprmpo649_increm_pre_medicina_postulantes_no_incorporados_16042026;16/04/2026;jueves;16;38759200;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;24835960;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;24835960;Pregrado-AC-202602 
Inbound;Web;Gracias portal;19/04/2026;domingo;16;49647940;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;38537680;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;39853810;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49577970;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49577970;EPE-FC-202602 - EPE- 202602
Inbound;Email;Email bienvenida;19/04/2026;domingo;16;1355300;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;19/04/2026;domingo;16;46628430;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49445910;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;19/04/2026;domingo;16;49195190;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;2210880;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;15/04/2026;miércoles;16;49590980;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49590980;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49603990;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;15/04/2026;miércoles;16;5885690;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;5885690;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;40939550;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;40289190;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;46744930;Pregrado-AC-202602 
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;49583230;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47532590;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;48344670;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;44681790;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49589490;Pregrado-AC-202602 
Outbound;WhatsApp;ugcip452_cierre_por_inactividad_1504;15/04/2026;miércoles;16;49364880;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;44078270;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45184220;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;44762740;Pregrado-AC-202602 
Inbound;Web;Banner principal;13/04/2026;lunes;16;41578220;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;13/04/2026;lunes;16;23452300;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;46169910;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49603980;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;19382780;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49565060;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;41729780;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49585530;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;46907060;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47393520;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47393520;Pregrado-AC-202602 
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;43868580;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;14/04/2026;martes;16;15313300;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;8516700;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;42347680;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;35634800;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;40949800;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47680120;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47214280;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;44272510;Pregrado-AC-202602 
Inbound;Web;Portal;17/04/2026;viernes;16;30303940;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49427690;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49305040;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;13/04/2026;lunes;16;46897470;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;44584610;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;46554860;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;17/04/2026;viernes;16;23404140;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;38977340;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;28060380;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;45919890;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;48716510;Pregrado-AC-202602 
Inbound;Web;Banner principal;16/04/2026;jueves;16;49609540;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;38849500;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;41815630;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;45622690;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;45622690;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;17/04/2026;viernes;16;49632940;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49632940;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;49632940;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;49632940;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;48496410;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;48496410;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;48977210;EPE-FC-202602 - EPE- 202602
Inbound;Web;Banner principal;17/04/2026;viernes;16;41648540;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;17/04/2026;viernes;16;49611250;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;48345860;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47766280;MEDICINA - Pregrado-AC-202701
Inbound;Web;Portal;18/04/2026;sábado;16;49643120;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49643120;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;33087610;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;20527940;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;44961910;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;45364820;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49578100;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45393340;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;49051770;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49513300;Pregrado-AC-202602 
Inbound;Web;Gracias landing;13/04/2026;lunes;16;49566800;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49583850;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;17/04/2026;viernes;16;49621810;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;30529990;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;45070270;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;45070270;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;36916000;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;16/04/2026;jueves;16;49605990;Pregrado-AC-202602 
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;48793440;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47581280;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;48964800;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;14/04/2026;martes;16;49413480;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;43683410;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;28455950;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;40968450;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;40968450;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;45912990;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;45912990;Pregrado-AC-202602 
Inbound;Web;Convalidador;17/04/2026;viernes;16;42959960;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;13/04/2026;lunes;16;43921250;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49594040;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;17/04/2026;viernes;16;49511130;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;48346130;Pregrado-AC-202602 
Inbound;Email;Workflows;19/04/2026;domingo;16;48346130;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;48851740;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;32556790;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;49579810;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49579810;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;35410980;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49610410;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;40748700;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;43274910;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;19/04/2026;domingo;16;49655070;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45573610;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47746280;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;41912160;Pregrado-AC-202602- RA
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45866350;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45866350;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;45866350;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;45866350;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;14/04/2026;martes;16;49582570;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49442750;Pregrado-AC-202602 
Inbound;Redes sociales;Pauta Facebook;16/04/2026;jueves;16;14790570;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;48390490;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;44659130;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;29562640;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;44319720;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;43649770;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;42562430;Pregrado-AC-202602- RA
Inbound;Web;Gracias landing;13/04/2026;lunes;16;47469640;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49556290;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47017110;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;14/04/2026;martes;16;49585090;Pregrado-AC-202602 
Inbound;Web;Banner principal;15/04/2026;miércoles;16;49585090;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49585090;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49585090;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49585090;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49585090;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;42919510;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;39171940;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;15/04/2026;miércoles;16;46458280;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49581190;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;1348770;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;14/04/2026;martes;16;32645190;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;32645190;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;45161560;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;49389120;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;15/04/2026;miércoles;16;49531210;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;41990630;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;41990630;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;45540630;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;28667610;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Pag admisión;14/04/2026;martes;16;46197470;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;28950700;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;46845720;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;18/04/2026;sábado;16;38962910;Pregrado-AC-202602 
Outbound;WhatsApp;ugprmpo649_increm_pre_medicina_postulantes_no_incorporados_16042026;16/04/2026;jueves;16;43516860;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49508920;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;34789910;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;48479440;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;46399490;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;49631720;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49643430;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;49643430;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;39154780;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;43881240;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49469170;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;6944230;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;6944230;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;32097940;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;48843930;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;49647730;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;11336040;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;30043650;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;46787660;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;44783410;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;49359390;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49359390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;39697360;Pregrado-AC-202602 
Inbound;Google;Extensión;16/04/2026;jueves;16;39697360;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;42367330;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;43324890;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;43324890;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;47461330;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;41533830;Pregrado-AC-202602- RA
Inbound;Web;Gracias landing;14/04/2026;martes;16;3547350;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49599120;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;16127490;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias principal;17/04/2026;viernes;16;43671860;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;41912880;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46315270;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;49596020;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;23736710;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;49638080;Pregrado-AC-202602 
Inbound;Web;Botón Pag admisión;18/04/2026;sábado;16;34616670;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;34616670;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;34871150;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;3792600;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49653630;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;46803950;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49515650;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;17/04/2026;viernes;16;38716260;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;6735300;EPE-FC-202602 - EPE- 202602
